epoch,step,train_loss,val_loss,val_r_square
0,2157,,1.0664876699447632,0.0061675310134887695
0,2157,1.5102851390838623,,
1,4315,,1.066164255142212,0.0064688920974731445
1,4315,1.507839322090149,,
2,6473,,1.065814733505249,0.006794631481170654
2,6473,1.5064339637756348,,
3,8631,,1.065750241279602,0.006854653358459473
3,8631,1.5057575702667236,,
4,10789,,1.0654197931289673,0.007162630558013916
4,10789,1.5050981044769287,,
5,12947,,1.0657109022140503,0.006891369819641113
5,12947,1.504729986190796,,
6,15105,,1.0653263330459595,0.007249712944030762
6,15105,1.5044183731079102,,
7,17263,,1.0657076835632324,0.006894409656524658
7,17263,1.5040725469589233,,
8,19421,,1.0654407739639282,0.0071430206298828125
8,19421,1.503921389579773,,
9,21579,,1.064293384552002,0.008212268352508545
9,21579,1.5035780668258667,,
10,23737,,1.0649182796478271,0.007629990577697754
10,23737,1.5034698247909546,,
11,25895,,1.0666505098342896,0.006015658378601074
11,25895,1.5033493041992188,,
12,28053,,1.0656955242156982,0.006905674934387207
12,28053,1.503126859664917,,
13,30211,,1.065733790397644,0.006869971752166748
13,30211,1.5030512809753418,,
14,32369,,1.0647307634353638,0.007804751396179199
14,32369,1.502915859222412,,
15,34527,,1.06484055519104,0.007702291011810303
15,34527,1.502722144126892,,
16,36685,,1.0656726360321045,0.006927013397216797
16,36685,1.5016200542449951,,
17,38843,,1.0658429861068726,0.006768226623535156
17,38843,1.50139582157135,,
18,41001,,1.0647242069244385,0.007810711860656738
18,41001,1.5011945962905884,,
19,43159,,1.0659445524215698,0.006673634052276611
19,43159,1.5012807846069336,,
20,45317,,1.0646957159042358,0.007837355136871338
20,45317,1.5013006925582886,,
21,47475,,1.0649735927581787,0.007578432559967041
21,47475,1.5012024641036987,,
22,49633,,1.063757061958313,0.00871211290359497
22,49633,1.5003331899642944,,
23,51791,,1.0644328594207764,0.008082330226898193
23,51791,1.5002906322479248,,
24,53949,,1.0645725727081299,0.007952094078063965
24,53949,1.5002018213272095,,
25,56107,,1.06411874294281,0.008374989032745361
25,56107,1.500168800354004,,
26,58265,,1.0639795064926147,0.008504807949066162
26,58265,1.5002819299697876,,
27,60423,,1.0640665292739868,0.008423686027526855
27,60423,1.5002808570861816,,
28,62581,,1.0642330646514893,0.008268594741821289
28,62581,1.5001683235168457,,
29,64739,,1.0639846324920654,0.008499979972839355
29,64739,1.4996851682662964,,
30,66897,,1.0647945404052734,0.007745265960693359
30,66897,1.4996193647384644,,
31,69055,,1.06415593624115,0.00834035873413086
31,69055,1.4994767904281616,,
32,71213,,1.0642272233963013,0.008273959159851074
32,71213,1.4994854927062988,,
33,73371,,1.0638514757156372,0.008624076843261719
33,73371,1.4996129274368286,,
34,75529,,1.0644272565841675,0.008087515830993652
34,75529,1.4995784759521484,,
35,77687,,1.06414794921875,0.008347690105438232
35,77687,1.4992754459381104,,
36,79845,,1.0638741254806519,0.00860297679901123
36,79845,1.4990723133087158,,
37,82003,,1.06367826461792,0.008785545825958252
37,82003,1.4991759061813354,,
38,84161,,1.0641523599624634,0.008343696594238281
38,84161,1.4991371631622314,,
39,86319,,1.064293384552002,0.008212268352508545
39,86319,1.499224066734314,,
40,88477,,1.0644607543945312,0.008056282997131348
40,88477,1.4991297721862793,,
41,90635,,1.0640619993209839,0.008427977561950684
41,90635,1.4988908767700195,,
42,92793,,1.0637588500976562,0.008710384368896484
42,92793,1.4987621307373047,,
43,94951,,1.0634913444519043,0.008959710597991943
43,94951,1.4988480806350708,,
44,97109,,1.064056396484375,0.008433163166046143
44,97109,1.4987833499908447,,
45,99267,,1.064023494720459,0.008463799953460693
45,99267,1.4987751245498657,,
46,101425,,1.064159631729126,0.008336901664733887
46,101425,1.4988043308258057,,
47,103583,,1.0639598369598389,0.008523106575012207
47,103583,1.498882532119751,,
48,105741,,1.0640408992767334,0.008447587490081787
48,105741,1.4989300966262817,,
49,107899,,1.0637222528457642,0.008744537830352783
49,107899,1.498831868171692,,
50,110057,,1.0637052059173584,0.008760452270507812
50,110057,1.4986377954483032,,
51,112215,,1.0637627840042114,0.008706748485565186
51,112215,1.4987438917160034,,
52,114373,,1.0643829107284546,0.008128881454467773
52,114373,1.4987643957138062,,
53,116531,,1.0635902881622314,0.00886756181716919
53,116531,1.4987146854400635,,
54,118689,,1.0638422966003418,0.00863271951675415
54,118689,1.4986162185668945,,
55,120847,,1.0637537240982056,0.008715271949768066
55,120847,1.4987168312072754,,
56,123005,,1.0637385845184326,0.008729338645935059
56,123005,1.4987894296646118,,
57,125163,,1.0638346672058105,0.008639812469482422
57,125163,1.4986789226531982,,
58,127321,,1.0641753673553467,0.008322179317474365
58,127321,1.4987156391143799,,
59,129479,,1.063723087310791,0.008743882179260254
59,129479,1.4986755847930908,,
60,131637,,1.063957929611206,0.008524835109710693
60,131637,1.4986306428909302,,
61,133795,,1.0638490915298462,0.008626341819763184
61,133795,1.4985531568527222,,
62,135953,,1.0635885000228882,0.008869171142578125
62,135953,1.4986464977264404,,
63,138111,,1.063913345336914,0.008566498756408691
63,138111,1.498692512512207,,
64,140269,,1.0636181831359863,0.008841633796691895
64,140269,1.4986765384674072,,
65,142427,,1.0640655755996704,0.008424639701843262
65,142427,1.4984997510910034,,
66,144585,,1.063835620880127,0.00863879919052124
66,144585,1.4986763000488281,,
67,146743,,1.0639231204986572,0.008557319641113281
67,146743,1.4985591173171997,,
68,148901,,1.064175009727478,0.008322596549987793
68,148901,1.4986653327941895,,
